series,season,episode,episode_code,bool_response,explanation
GA,19,7,GAS19E07,No,
GA,19,8,GAS19E08,Yes,"The topic of abortion and pregnancy termination is explicitly mentioned and discussed in the subtitles. A character named Sierra discusses an unwanted pregnancy, her fear of postpartum depression, and asks about abortion costs. Later, she receives counseling and undergoes an in-office abortion procedure, which is described in detail. The dialogue includes both explicit references (abortion, termination, procedure) and implicit context (unwanted pregnancy, mental health concerns, discussing options)."
GA,19,9,GAS19E09,No,
GA,19,10,GAS19E10,No,
GA,19,11,GAS19E11,Yes,"The episode explicitly discusses abortion and pregnancy termination multiple times. There are scenes where a patient seeks a medical abortion, references to abortion care training for OB/GYN fellows, and dialogue about the challenges and dangers faced by abortion providers. The topic is central to the episode's plot, including protests, clinic security, and patient counseling for abortion."
GA,19,12,GAS19E12,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned when a character says: 'these people are targeting me for the abortion care that I provide when that is actually the least common procedure I am doing in the PRT.' This directly references abortion care. Additionally, there are implicit references to reproductive health, prenatal care, and the challenges faced by women regarding pregnancy and motherhood decisions."
GA,19,13,GAS19E13,No,
GA,19,14,GAS19E14,No,
GA,19,15,GAS19E15,No,
GA,19,16,GAS19E16,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned in the line: 'the clinic she founded is for so much more than abortion. We deliver babies there.' Additionally, there are implicit references, such as Dr. Bailey being harassed and called 'Dr. Baby Killer,' and threats made against her and her family, which are directly tied to her involvement with abortion care. The episode also discusses the harassment and trauma faced by providers of abortion services, making the topic present both explicitly and implicitly."
GA,19,17,GAS19E17,No,
GA,19,18,GAS19E18,No,
GA,19,20,GAS19E20,Yes,"The topic of abortion and pregnancy termination is explicitly mentioned during the Catherine Fox Award presentation. Dr. Meredith Grey states, 'women are being forced to carry not only unwanted pregnancies, but unsafe pregnancies. They are legally prohibited from receiving care that protects not only their reproductive rights but their survival. And with these bans, doctors are no longer being trained in these procedures, life-saving procedures, that are used in more than just abortions.' This directly references abortion, reproductive rights, and related medical training, making the topic present both explicitly and implicitly."
GA,20,1,GAS20E01,No,
GA,20,2,GAS20E02,No,
GA,20,3,GAS20E03,No,
GA,20,4,GAS20E04,No,
GA,20,5,GAS20E05,Yes,"The topic of pregnancy and potential pregnancy termination is implied in the conversation between two characters who discuss being late for a period, the possibility of being pregnant, and living in a state 'where we have options.' The phrase 'we have options' in this context, especially in a medical drama and when discussing an unplanned or uncertain pregnancy, is a common implicit reference to abortion or pregnancy termination. The conversation also includes discussion of taking a pregnancy test and considering what to do if it is positive, which further implies consideration of all options, including abortion."
GA,20,6,GAS20E06,No,
GA,20,7,GAS20E07,No,
GA,20,8,GAS20E08,No,
GA,20,9,GAS20E09,No,
GA,20,10,GAS20E10,Yes,"There is an implicit reference to pregnancy in the scene where one character asks another, 'Why didn't you tell me you were pregnant?' and the other responds with surprise, 'I'm what?' This indicates a newly discovered pregnancy. While abortion or pregnancy termination is not explicitly discussed, the discovery of an unplanned or unknown pregnancy in a medical drama often leads to storylines about options and decisions, which can include abortion. Given the instructions to answer Yes if there is any doubt or implicit reference, the answer is Yes."
GA,21,3,GAS21E03,Yes,"The topic of abortion or pregnancy termination is both explicitly and implicitly mentioned. There is a patient who is 20 weeks pregnant with a spinal tumor, and the doctors discuss that her 'best option is to terminate' the pregnancy before they can operate. The patient and her family discuss the risks, the desire to keep the pregnancy, and the possibility of termination. The episode also includes discussion of surrogacy, pregnancy complications, and the weighing of options regarding the pregnancy, all of which are directly relevant to the topic."
GA,21,4,GAS21E04,No,
GA,21,5,GAS21E05,No,
GA,21,6,GAS21E06,No,
GA,21,7,GAS21E07,No,
GA,21,8,GAS21E08,Yes,"There are several implicit references to pregnancy and potentially pregnancy-related decisions. For example, a character says 'I'm pregnant' during a robbery scene, and another scene involves a discussion about a character deciding whether to marry her boyfriend, which can sometimes be a context for discussing pregnancy options. There is also a line where someone says, 'Can't imagine having to give birth in this heat. Or, you know, ever,' which could imply a discussion about not wanting to be pregnant. While there is no explicit mention of abortion or pregnancy termination, the presence of pregnancy and decision-making around it, as well as the instruction to answer 'Yes' if there is any doubt, leads to the answer 'Yes.'"
GA,21,9,GAS21E09,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned during a discussion about treatment options for a pregnant character with a high risk of preterm labor. The doctor says, 'This is the option besides terminating the pregnancy,' when discussing cervical cerclage, directly referencing pregnancy termination as an alternative."
GA,21,10,GAS21E10,No,
GA,21,11,GAS21E11,No,
GA,21,12,GAS21E12,No,
GA,21,13,GAS21E13,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned in the subtitles when Dr. Bailey is presenting on her program training OB-GYN residents from states with abortion bans. This directly references abortion and the impact of abortion bans on medical training and care. There are also discussions about pregnancy, labor, and OB-GYN care, but the explicit mention of abortion bans confirms the topic's presence."
H,1,1,HS01E01,No,
H,1,2,HS01E02,No,
H,1,3,HS01E03,No,
H,1,4,HS01E04,Yes,"There is an explicit discussion of pregnancy and an implicit reference to pregnancy options/termination. In the clinic scene, a woman is surprised to learn she is pregnant, and Dr. House says, 'Only for about a month or so. After that it becomes illegal to remove, except in a couple states.' This is a clear reference to abortion and legal limits on pregnancy termination. The conversation continues with the patient expressing distress about the pregnancy's paternity and House making a joke about keeping the secret, but the mention of 'illegal to remove' is a direct, though darkly comic, reference to abortion."
H,1,5,HS01E05,Yes,"The topic of abortion and pregnancy termination is explicitly mentioned in the subtitles. It is revealed that Sister Augustine became pregnant at 15 and 'tried to self-abort,' resulting in the loss of the child and subsequent illness. Additionally, later in the episode, it is discovered that she had an IUD (a form of birth control) left in her body after the abortion attempt, which is central to the medical mystery. These references are both explicit (mentioning self-abortion) and implicit (discussion of unwanted pregnancy, birth control, and its consequences)."
H,1,6,HS01E06,No,
H,1,7,HS01E07,No,
H,1,8,HS01E08,No,
H,1,9,HS01E09,No,
H,1,10,HS01E10,No,
H,1,11,HS01E11,No,
H,1,12,HS01E12,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned in the subtitles. Lola is revealed to be pregnant and a potential kidney donor for her husband, Hank. There is a discussion about her 'making an appointment' (implied to be for an abortion) so she can donate her kidney, and Hank objects, calling it 'murder.' The doctors discuss whether she will 'terminate the pregnancy' and the ethical dilemma of 'giving up a baby for someone you love.' Later, Lola says, 'I'm having an abortion. We do the transplant—' and is told she can make decisions about her body. These are clear references to abortion and pregnancy termination."
H,1,13,HS01E13,No,
H,1,14,HS01E14,No,
H,1,15,HS01E15,No,
H,1,16,HS01E16,No,
H,1,17,HS01E17,Yes,"There is a scene where a character is told she was pregnant and is now 'spotting.' The doctor tells her she had a miscarriage, which is a form of pregnancy termination. Additionally, there is discussion about her not having had sex and the possibility of 'immaculate conception,' but the explicit mention of miscarriage directly addresses pregnancy termination."
H,1,18,HS01E18,Yes,"The topic of pregnancy termination is explicitly discussed multiple times. The episode centers around a pregnant woman with cancer who is advised to have a C-section (premature delivery) so she can begin life-saving treatment, but she refuses because of the risks to the baby. The ethical dilemma of sacrificing the mother's life for the baby's survival, and the medical discussions about terminating the pregnancy early (even at the cost of the mother's life), all directly engage with the topic of pregnancy termination and the weighing of options in a life-threatening pregnancy."
H,1,19,HS01E19,Yes,"The episode explicitly discusses a 12-year-old girl who is found to be pregnant, and the doctors state they will have to 'terminate the pregnancy.' The word 'abortion' is also used in dialogue, and the topic is discussed in the context of medical necessity and legal rights. The storyline revolves around the diagnosis, the implications of her pregnancy, and the decision to terminate it, making abortion and pregnancy termination a central topic."
H,1,20,HS01E20,No,
H,1,21,HS01E21,No,
H,1,22,HS01E22,No,
H,2,1,HS02E01,No,
H,2,2,HS02E02,No,
H,2,3,HS02E03,No,
H,2,4,HS02E04,No,
H,2,5,HS02E05,No,
H,2,6,HS02E06,No,
H,2,7,HS02E07,No,
H,2,8,HS02E08,No,
H,2,9,HS02E09,No,
H,2,10,HS02E10,No,
H,2,11,HS02E11,Yes,"The episode contains multiple references to fertility treatments, pregnancy testing, and the patient's desire (or lack thereof) to have another child. There are implicit discussions about not wanting to get pregnant (use of birth control while pretending to try for a child), lying to a spouse about fertility, and seeking advice about birth control methods that won't make her sick. The patient's struggle centers on not wanting another child but feeling pressured to try, and there is a conversation about how it's different to say you can't have a baby versus not wanting one. While abortion or pregnancy termination is not explicitly mentioned, the themes of unwanted pregnancy, reproductive choices, and seeking ways to avoid pregnancy are present and relevant."
H,2,12,HS02E12,No,
H,2,13,HS02E13,No,
H,2,14,HS02E14,No,
H,2,15,HS02E15,No,
H,2,16,HS02E16,No,
H,2,17,HS02E17,No,
H,2,18,HS02E18,No,
H,2,19,HS02E19,No,
H,2,20,HS02E20,No,
H,2,21,HS02E21,No,
H,2,22,HS02E22,No,
H,2,23,HS02E23,Yes,"There are several references to pregnancy, reproductive choices, and in vitro fertilization throughout the subtitles. Specifically, there are discussions about selecting sperm donors, genetic screening, and the process of in vitro fertilization (IVF), including hormone injections and donor selection. While abortion or pregnancy termination is not mentioned explicitly, the context of discussing options for having a child, donor selection, and IVF can sometimes be associated with broader conversations about reproductive choices, including the possibility of terminating a pregnancy if genetic issues are found. Given the instruction to answer 'Yes' if there is any doubt and to include implicit references, the presence of these discussions suggests that the topic could be implied."
H,2,24,HS02E24,No,
H,3,1,HS03E01,No,
H,3,2,HS03E02,No,
H,3,3,HS03E03,No,
H,3,4,HS03E04,No,
H,3,5,HS03E05,Yes,"There is an implicit reference to the topic of abortion or pregnancy termination. In the conversation about the couple, it is revealed that the wife thought she was pregnant last month, which 'freaked [her] out' because she felt she was 'way too young to have kids.' This led to a discussion about being extra-cautious with contraception. The mention of being 'freaked out' by a possible pregnancy and the desire to avoid having children at a young age implicitly raises the issue of unwanted pregnancy and the kinds of decisions or anxieties that can lead to considering pregnancy termination, even if the word 'abortion' is not used directly."
H,3,6,HS03E06,No,
H,3,7,HS03E07,No,
H,3,8,HS03E08,No,
H,3,9,HS03E09,No,
H,3,10,HS03E10,No,
H,3,11,HS03E11,No,
H,3,12,HS03E12,Yes,"The topic of abortion and pregnancy termination is explicitly discussed. A patient who was raped is discovered to be pregnant, and there is a direct conversation about the option of termination, with the patient stating 'I don't want to terminate' and 'Abortion is murder.' The doctor discusses the termination procedure and the moral debate around abortion. Later, it is stated that 'She terminated. She's been discharged.' This clearly indicates that abortion/pregnancy termination is both mentioned and central to the episode's plot."
H,3,13,HS03E13,No,
H,3,14,HS03E14,No,
H,3,15,HS03E15,No,
H,3,16,HS03E16,Yes,"There is an implicit reference to pregnancy prevention and the possibility of unintended pregnancy in the following exchange: 'I think the pill is the way to go. We haven't had a condom break yet. Thank God. But it's bound to happen, especially the way we've been doing it.' This discussion about birth control options (the pill vs. condoms) and concern about condom failure implies awareness of the risk of unwanted pregnancy, which is closely related to the topic of abortion or pregnancy termination. Since the instructions say to answer 'Yes' if there is any doubt or implicit reference, the answer is Yes."
H,3,17,HS03E17,Yes,"The topic of abortion and pregnancy termination is explicitly discussed multiple times. The doctors recommend terminating the pregnancy (using terms like 'terminate,' 'D&C,' and 'abortion') to save the mother's life due to mirror syndrome and organ failure. The patient refuses, saying 'I'm not having an abortion.' The ethical and medical implications of pregnancy termination are central to the episode's plot."
H,3,18,HS03E18,Yes,"There are several points in the subtitles where topics related to pregnancy are discussed, including a character being told she is pregnant, expressing disbelief, and discussing regrets and risks. While there is no explicit mention of abortion or pregnancy termination, the conversation about regrets, fear, and 'hoping it's breast cancer' so it 'wouldn't be my fault' strongly suggests anxiety about an unwanted or unplanned pregnancy and the contemplation of options. Given the instructions to include implicit references and to answer Yes if there is any doubt, the topic is at least implied."
H,3,19,HS03E19,No,
H,3,20,HS03E20,No,
H,3,21,HS03E21,No,
H,3,22,HS03E22,No,
H,3,23,HS03E23,No,
H,3,24,HS03E24,No,
H,4,1,HS04E01,Yes,"The topic of abortion is explicitly mentioned in the subtitles. There is a discussion about the patient having had an abortion, with references to 'scraping in the uterus indicates that she had an abortion,' and 'only one reason to hide an abortion.' The patient's use of birth control and the implications for her relationship are also discussed, further supporting the presence of the topic."
H,4,2,HS04E02,No,
H,4,3,HS04E03,No,
H,4,4,HS04E04,No,
H,4,5,HS04E05,Yes,"There is an implicit reference to pregnancy in the line: 'And Cuddy's gonna end up pregnant.' While not explicit, this suggests a discussion or concern about pregnancy, which could be related to topics such as pregnancy termination depending on the context. Given the instruction to answer Yes if there is any doubt, the answer is Yes."
H,4,6,HS04E06,No,
H,4,7,HS04E07,No,
H,4,8,HS04E08,No,
H,4,9,HS04E09,Yes,"There are multiple references that strongly suggest the topic of abortion or pregnancy termination is mentioned or implied. Specifically, the following lines: 'You're my child, and so are those quadruplets, and I'm not gonna give any of you up.' and 'And Luisa Maria can't decide if she's gonna keep the quadruplets.' and 'She keeps them. I read it online.' These lines refer to a character considering whether or not to 'keep' a pregnancy involving quadruplets, which is a common euphemism for deciding whether to carry a pregnancy to term or terminate it. The discussion of 'giving up' children and 'deciding' to keep them further implies a decision about abortion or pregnancy termination."
H,4,10,HS04E10,Yes,"There is an explicit reference to abortion and pregnancy termination: 'I knew this woman, a drug addict. She got pregnant, didn't want to have an abortion. But she also didn't want her daughter to ever know who her real mother was.' This directly mentions abortion as an option considered and rejected."
H,4,11,HS04E11,No,
H,4,12,HS04E12,No,
H,4,13,HS04E13,No,
H,4,14,HS04E14,Yes,"There are several references to pregnancy and having a baby, such as the couple shopping for a mattress who mention 'not with a baby on the way' and 'Congratulations. Your first? Yes.' However, there are no explicit or implicit references to abortion or pregnancy termination, such as unwanted pregnancy, discussing options, or seeking a procedure. The closest is the discussion of pregnancy, but since the instructions say to answer Yes if there is any doubt, and pregnancy is discussed, the answer is Yes."
H,4,15,HS04E15,No,
H,4,16,HS04E16,No,
H,5,1,HS05E01,Yes,"The episode explicitly discusses an unwanted pregnancy and the need to 'remove the fetus,' which is described as high-risk surgery and referred to as 'terminating the fetus.' The patient is asked if she wants to keep the baby, and she declines, agreeing to the procedure. These are clear references to pregnancy termination/abortion, both medically and in terms of patient choice."
H,5,2,HS05E02,No,
H,5,3,HS05E03,No,
H,5,4,HS05E04,Yes,"There are implicit references to pregnancy termination. The episode discusses a woman who was adopted from China, and the characters mention the One Child Policy, the possibility that her parents 'didn't want a girl,' and that they may have tried to kill her as an infant, possibly by giving her something toxic. The discussion of unwanted female children during the One Child Policy era in China, and the implication that her parents attempted to end her life because she was a girl, are implicit references to pregnancy termination or abortion, especially in the context of gender-based selection and the policy's consequences."
H,5,5,HS05E05,No,
H,5,6,HS05E06,Yes,"There are several moments where the topic of pregnancy termination is implied. For example, when discussing the medical crisis with the pregnant woman, the dialogue includes: 'Deliver now, risk the baby. Deliver later, risk the mom. It's not your baby yet, it's not your call. She'll do whatever I tell her to do.' House says, 'Some part of you doesn't want this baby, and that part wants to tell her to kill it.' This is a direct reference to the idea of terminating the pregnancy to save the mother's life. The episode also discusses the options and moral dilemmas around continuing or ending a pregnancy under dire circumstances, which are implicit references to abortion or pregnancy termination."
H,5,7,HS05E07,No,
H,5,8,HS05E08,No,
H,5,9,HS05E09,No,
H,5,10,HS05E10,No,
H,5,11,HS05E11,Yes,"The episode contains multiple references to pregnancy and its consequences for a teenage girl. There are implicit references to unwanted pregnancy, a secret birth, and the baby being left at a soup kitchen. The girl expresses guilt and fear about being discovered, and there is discussion of adoption and foster care. While the word 'abortion' is not explicitly used, the themes of unwanted pregnancy, considering options, and the emotional and social consequences are present, which can imply the topic of abortion or pregnancy termination."
H,5,12,HS05E12,No,
H,5,13,HS05E13,No,
H,5,14,HS05E14,No,
H,5,15,HS05E15,No,
H,5,16,HS05E16,No,
H,5,17,HS05E17,No,
H,5,18,HS05E18,No,
H,5,19,HS05E19,No,
H,5,20,HS05E20,No,
H,5,21,HS05E21,No,
H,5,22,HS05E22,No,
H,5,23,HS05E23,No,
H,5,24,HS05E24,No,
H,6,1,HS06E01,No,
H,6,2,HS06E02,No,
H,6,3,HS06E03,No,
H,6,4,HS06E04,No,
H,6,5,HS06E05,No,
H,6,6,HS06E06,No,
H,6,7,HS06E07,No,
H,6,8,HS06E08,No,
H,6,9,HS06E09,No,
H,6,10,HS06E10,No,
H,6,11,HS06E11,No,
H,6,12,HS06E12,No,
H,6,13,HS06E13,No,
H,6,14,HS06E14,No,
H,6,15,HS06E15,No,
H,6,16,HS06E16,No,
H,6,17,HS06E17,No,
H,6,18,HS06E18,No,
H,6,19,HS06E19,No,
H,6,20,HS06E20,No,
H,6,21,HS06E21,No,
H,6,22,HS06E22,No,
H,7,1,HS07E01,No,
H,7,2,HS07E02,No,
H,7,3,HS07E03,No,
H,7,4,HS07E04,No,
H,7,5,HS07E05,No,
H,7,6,HS07E06,No,
H,7,7,HS07E07,No,
H,7,8,HS07E08,No,
H,7,9,HS07E09,No,
H,7,10,HS07E10,No,
H,7,11,HS07E11,No,
H,7,12,HS07E12,No,
H,7,13,HS07E13,No,
H,7,14,HS07E14,Yes,"The topic of pregnancy is explicitly mentioned when a character reveals 'I'm pregnant, sweetheart. You're going to be a daddy.' While there is no explicit mention of abortion or pregnancy termination, the instructions say to include implicit references such as discussing options or unwanted pregnancy. However, in this case, the pregnancy is presented as a positive revelation and there is no discussion or implication of considering termination, abortion, or unwanted pregnancy. Since the instructions say to answer Yes if there is any doubt, and pregnancy is a central plot point, the answer is Yes, though there is no evidence of abortion or pregnancy termination being discussed or implied."
H,7,15,HS07E15,No,
H,7,16,HS07E16,No,
H,7,17,HS07E17,No,
H,7,18,HS07E18,Yes,"There are implicit references to pregnancy loss and possible pregnancy termination. The episode discusses a female character who had three miscarriages, and the characters discuss infertility and the possibility that she was pregnant but did not have children. Additionally, the dialogue includes lines like 'You never considered the other option' when discussing why the couple didn't have kids, which could imply abortion or pregnancy termination as a possibility. Since the instructions say to answer Yes if there is any doubt, and both miscarriage and the 'other option' are discussed, the answer is Yes."
H,7,19,HS07E19,No,
H,7,20,HS07E20,No,
H,7,21,HS07E21,No,
H,7,22,HS07E22,Yes,"The topic of pregnancy and the possibility of abortion or pregnancy termination is both explicitly and implicitly referenced. There are multiple conversations about a character being pregnant, discussing whether to 'keep it,' and references to 'clinic appointments' and how to tell someone you don't want to keep a pregnancy. The dialogue includes lines like 'What would you do if you got pregnant? Not by me, at all, but by some hypothetical guy, who didn't wanna keep the hypothetical kid, what would be the least awful way for him to tell you that?' and 'Should I send flowers? Maybe write the clinic appointment on the little card? ""Surprise.""' These lines strongly imply consideration of abortion as an option, even if the word itself is not used."
H,7,23,HS07E23,Yes,"There are explicit references to pregnancy: 'Congratulations, it's a gestational sac.' and 'I'm pregnant.' There are also discussions about having almost eight months to figure things out, and characters ask each other if they are having doubts about the pregnancy. While abortion or pregnancy termination is not directly mentioned, the context of discussing options, doubts, and processing the pregnancy implies that the topic of pregnancy termination could be relevant or considered. Therefore, both explicit and implicit references are present."
H,8,1,HS08E01,No,
H,8,2,HS08E02,No,
H,8,3,HS08E03,No,
H,8,4,HS08E04,No,
H,8,5,HS08E05,No,
H,8,6,HS08E06,No,
H,8,7,HS08E07,Yes,"The subtitles explicitly mention pregnancy, a positive pregnancy test, and discussions of possible miscarriage, ectopic pregnancy, and preeclampsia. There is also mention of vaginal bleeding and the consideration of pregnancy as a cause of symptoms. While the main storyline does not involve abortion or pregnancy termination directly, the medical investigation includes ruling out miscarriage and ectopic pregnancy, both of which are related to pregnancy loss or termination. Given the instruction to include implicit references and to answer Yes if there is any doubt, the answer is Yes."
H,8,8,HS08E08,No,
H,8,9,HS08E09,No,
H,8,10,HS08E10,No,
H,8,11,HS08E11,No,
H,8,12,HS08E12,No,
H,8,13,HS08E13,No,
H,8,14,HS08E14,No,
H,8,15,HS08E15,No,
H,8,16,HS08E16,Yes,"There are several references that imply the topic of abortion or pregnancy termination. For example, the line 'She said she was pregnant. Which, God and Planned Parenthood willing, means you are the father of an 11-year-old.' references Planned Parenthood, an organization associated with reproductive health and abortion services, and the phrase 'God and Planned Parenthood willing' implies that a pregnancy could have been terminated. Additionally, there is a direct reference to a 'clever late-term abortion joke,' which explicitly mentions abortion. These references, both implicit and explicit, indicate that the topic is present in the episode."
H,8,17,HS08E17,No,
H,8,18,HS08E18,No,
H,8,19,HS08E19,No,
H,8,20,HS08E20,No,
H,8,21,HS08E21,No,
H,8,22,HS08E22,No,
NA,1,1,NAS01E01,Yes,"There are several references to pregnancy and complications, including a scene where a character says, 'There's something wrong with the baby. Oh, my God. She's bleeding.' and a medical team discusses placenta previa, fetal distress, and the possibility of an emergency caesarean. While abortion or pregnancy termination is not explicitly mentioned, the discussion of options in the context of a pregnancy complication and the risk to the baby could imply consideration of pregnancy termination as a possible medical outcome. Given the instruction to answer Yes if there is any doubt, the answer is Yes."
NA,1,2,NAS01E02,No,
NA,1,3,NAS01E03,No,
NA,1,4,NAS01E04,No,
NA,1,5,NAS01E05,Yes,"The topic of pregnancy, fertility, and reproductive choices is discussed in detail. One character is told she has diminished ovarian reserve and must make decisions about having a biological child, with options including freezing embryos or trying to get pregnant soon. While abortion or pregnancy termination is not explicitly mentioned, the discussion of reproductive options, fertility, and the need to make decisions about having a child implicitly includes the possibility of considering all options, including termination, especially given the context of 'making decisions' and 'options.' If there is any doubt, the instructions say to answer Yes."
NA,1,6,NAS01E06,No,
NA,1,7,NAS01E07,No,
NA,1,8,NAS01E08,No,
NA,1,9,NAS01E09,No,
NA,1,10,NAS01E10,Yes,"There is a discussion about insurance coverage for over-the-counter emergency contraception and a protest chant of 'birth control is our right!' While abortion or pregnancy termination is not explicitly mentioned, the reference to emergency contraception and birth control access can implicitly relate to the prevention of unwanted pregnancies and the broader context of reproductive rights, which often includes abortion access. Given the instruction to answer Yes in cases of doubt or implicit reference, the answer is Yes."
NA,1,11,NAS01E11,No,
NA,1,12,NAS01E12,No,
NA,1,13,NAS01E13,No,
NA,1,14,NAS01E14,No,
NA,1,15,NAS01E15,No,
NA,1,16,NAS01E16,No,
NA,1,17,NAS01E17,No,
NA,1,18,NAS01E18,No,
NA,1,19,NAS01E19,No,
NA,1,20,NAS01E20,No,
NA,1,21,NAS01E21,No,
NA,1,22,NAS01E22,Yes,"The episode explicitly references 'mifepristone,' a medication commonly used for medical abortion or pregnancy termination. The context is an emergency situation involving a pregnancy complication (placenta previa rupture), and the characters discuss the need for mifepristone as part of the medical supplies to be brought by ambulance. This suggests the possibility of pregnancy termination as a medical intervention being considered or prepared for."
NA,2,1,NAS02E01,No,
NA,2,2,NAS02E02,No,
NA,2,3,NAS02E03,Yes,"The topic of pregnancy is explicitly mentioned when Ella says 'I'm pregnant.' While the subtitles do not explicitly mention abortion or pregnancy termination, the context of Ella's distress, Rohan's disappearance, and the emotional tone could imply consideration of options regarding the pregnancy, especially given the narrative trope of 'unplanned pregnancy' and the partner leaving. Since the instructions say to answer Yes if there is any doubt and to include implicit references, the answer is Yes."
NA,2,4,NAS02E04,Yes,"There is an explicit reference to pregnancy and the possibility of not continuing it. Specifically, Ella tells Vijay, 'Because I am not sure if I'm keeping it.' This implies consideration of pregnancy termination or abortion."
NA,2,5,NAS02E05,Yes,"The subtitles explicitly mention that Ella 'may not keep it' after a pregnancy is revealed, and there is a discussion about her making a 'profoundly personal decision, one that is only hers to make,' which strongly implies a decision about whether to terminate the pregnancy. The conversation is about respecting her autonomy in making this choice, which is a clear reference to abortion or pregnancy termination."
NA,2,6,NAS02E06,Yes,"The topic of abortion is explicitly discussed in the subtitles. Chante, a pregnant character, states multiple times that she wants an abortion and discusses her options with doctors and her guardian. The legal and emotional aspects of her decision are explored in detail, including her right to choose, the impact on her relationship with her guardian, and the process for obtaining an abortion as a minor. There are also implicit references to unwanted pregnancy and the challenges of making such a decision."
NA,2,7,NAS02E07,No,
NA,2,8,NAS02E08,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving Gabriela Alvarez. She is pregnant, her fetus dies in utero (stillbirth), and the doctors tell her they must 'induce labor to get the baby out.' While this is not an elective abortion, it is a medically necessary pregnancy termination due to fetal demise. The episode also includes discussions about options, grief, and the process of delivering a nonviable fetus, which falls under the broader category of pregnancy termination."
NA,2,9,NAS02E09,No,
NA,2,10,NAS02E10,No,
NA,2,11,NAS02E11,No,
NA,2,12,NAS02E12,No,
NA,2,13,NAS02E13,No,
NA,2,14,NAS02E14,No,
NA,2,15,NAS02E15,No,
NA,2,16,NAS02E16,Yes,"There is an implicit reference to pregnancy and potentially pregnancy-related decision-making in the following exchange: 'Like my pregnancy or what kind of mom I'm gonna be. Callie does this little thing where she flips belly up and then she tucks her head under my hand. It just gives me something else to focus on.' While this does not explicitly mention abortion or pregnancy termination, discussing concerns about being pregnant and what kind of mother one will be can sometimes be associated with considering options, including termination. Given the instruction to answer Yes if there is any doubt, the answer is Yes."
NA,2,17,NAS02E17,No,
NA,2,18,NAS02E18,No,
NA,3,1,NAS03E01,No,
NA,3,2,NAS03E02,No,
NA,3,3,NAS03E03,No,
NA,3,4,NAS03E04,No,
NA,3,5,NAS03E05,No,
NA,3,6,NAS03E06,No,
NA,3,7,NAS03E07,No,
NA,3,8,NAS03E08,No,
NA,3,9,NAS03E09,No,
NA,3,10,NAS03E10,No,
NA,3,11,NAS03E11,No,
NA,3,12,NAS03E12,No,
NA,3,13,NAS03E13,No,
NA,3,14,NAS03E14,No,
NA,4,1,NAS04E01,No,
NA,4,2,NAS04E02,No,
NA,4,3,NAS04E03,No,
NA,4,4,NAS04E04,No,
NA,4,5,NAS04E05,No,
NA,4,6,NAS04E06,No,
NA,4,7,NAS04E07,No,
NA,4,8,NAS04E08,No,
NA,4,9,NAS04E09,No,
NA,4,10,NAS04E10,No,
NA,4,11,NAS04E11,Yes,"The topic of pregnancy and potential pregnancy termination is implied in several ways. There is a storyline involving a woman who is pregnant and undergoing chorionic villus sampling (CVS), a prenatal test often done to detect genetic disorders, which can lead to discussions about options if the fetus is found to have a serious condition. There is also mention of 'unwanted pregnancy,' paternity tests, and characters discussing what they would do depending on the results, which often implicitly includes consideration of pregnancy continuation or termination. Additionally, the episode includes a medical emergency involving the pregnant character, which further centers the narrative on pregnancy outcomes and decisions."
NA,4,12,NAS04E12,No,
NA,4,13,NAS04E13,No,
NA,4,14,NAS04E14,No,
NA,4,15,NAS04E15,No,
NA,4,16,NAS04E16,No,
NA,4,17,NAS04E17,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned in the conversation between Floyd and Lyn. Lyn says, 'I could terminate the pregnancy. Then there would be nothing tying us together,' directly referencing pregnancy termination as an option. Additionally, the conversation explores their feelings and options regarding an unplanned pregnancy, which further implies consideration of pregnancy termination."
NA,4,18,NAS04E18,No,
NA,4,19,NAS04E19,No,
NA,4,20,NAS04E20,Yes,"The topic of abortion or pregnancy termination is implied during the surgical scene involving a pregnant woman with twins who have tumors. The doctors discuss that both fetuses cannot fit back inside the uterus after surgery, and one says, 'We also can't just terminate one of them. I don't know how to make that call, do you?' This is an explicit reference to the possibility of terminating one fetus, i.e., selective abortion, as a medical option being considered."
NA,4,21,NAS04E21,No,
NA,4,22,NAS04E22,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned and discussed in the subtitles. There is a patient, April, who is diagnosed with an ectopic pregnancy. The doctors discuss options including surgery and pills to terminate the ectopic pregnancy, and the phrase 'They'll terminate the ectopic pregnancy' is used. This is a clear and explicit reference to pregnancy termination."
